(4.43349540111824, 18.209924489090415, 4.3606609187092396, 12814986.638315212, 1301533)
(16.637461799239542, 9.838767407615824, 4.672869173559128, 22035017.545309853, 1876276)
(8.686415861240857, 10.218947592527135, 4.710510450091972, 24088192.41434863, 2006321)
(1.7238066800593832, 13.46758564952033, 4.196571881060019, 25651619.195980545, 2844233)
(10.679724041954442, 5.542848707548944, 2.4304047940197493, 3640003.638616385, 838780)
(7.74480057974444, 0.6863470109897274, 2.9376161030619006, 2760178.1141576185, 536512)
(19.4040933514149, 16.97757182600631, 3.195637329460715, 7253809.994811416, 1277185)
(2.6197053928440113, 4.609492811238731, 5.025268313777007, 44827586.13739131, 3082925)
(15.854980784772444, 1.7686044912630883, 5.456778695045077, 59005116.15789996, 3058684)
(12.53949210641906, 17.222436848417285, 4.579557398411659, 32895724.449052803, 2956360)
