[21, 16, 16, 16, 10, 10, 10, 10, 10, 10, 10, 10, -1, 18, 18, 18, 18, 15, 15, 15]
[16, 16, 16, 16, 16, 10, 10, 10, 10, 10, 10, 10, 18, 18, 18, 18, 15, 15, 15, 15]
[16, 16, 16, 16, 16, 10, 10, 10, 10, 10, 10, 10, 18, 18, 18, 18, 18, 15, 15, 15]
[23, 23, 16, 22, 22, 22, 10, 10, 10, 10, 10, 18, 18, 18, 18, 18, 18, 15, 15, 15]
[23, 23, 22, 22, 22, 22, 10, 10, 10, 10, 6, 18, 18, 18, 18, 18, 18, 15, 15, 15]
[23, 23, 22, 22, 22, 22, 5, 5, 6, 6, 6, 6, 6, 18, 18, 18, 18, 18, 12, 12]
[26, 26, 26, 22, 22, 4, 4, 9, 6, 6, 6, 6, 6, 6, 18, 18, 18, 20, 12, 12]
[26, 26, 26, 26, 8, 8, 9, 9, 9, 6, 6, 6, 6, 6, 18, 18, 20, 20, 20, 20]
[26, 26, 26, 8, 8, 8, 8, 9, 9, 6, 6, 6, 6, 6, 1, 20, 20, 20, 20, 20]
[7, 26, 26, 8, 8, 8, 8, 9, 9, 6, 6, 6, 6, 1, 1, 20, 20, 20, 20, 20]
[7, 7, 19, 19, 8, 8, 17, 14, 14, 6, 6, 6, 0, 0, 0, 0, 20, 20, 20, 20]
[7, 7, 19, 19, 19, 19, 14, 14, 14, 14, 14, 0, 0, 0, 0, 0, 0, 20, 25, 25]
[19, 19, 19, 19, 19, 19, 14, 14, 14, 14, 14, 0, 0, 0, 0, 0, 0, 25, 25, 25]
[19, 19, 19, 19, 19, 19, 14, 14, 14, 14, 14, 0, 0, 0, 0, 0, 0, 25, 25, 25]
[19, 19, 19, 19, 19, 19, 14, 14, 14, 14, 14, 0, 0, 0, 0, 0, 0, 25, 25, 25]
[19, 19, 19, 19, 19, 19, 14, 14, 14, 14, 14, 11, 0, 0, 0, 3, 3, 3, 3, 3]
[24, 24, 24, 19, 19, 13, 13, 14, 14, 11, 11, 11, 11, 11, 3, 3, 3, 3, 3, 3]
[24, 24, 24, 24, 13, 13, 13, 13, 11, 11, 11, 11, 11, 11, 3, 3, 3, 3, 3, 3]
[24, 24, 24, 13, 13, 13, 13, 13, 11, 11, 11, 11, 11, 11, 3, 3, 3, 3, 3, 3]
[24, 24, 24, 24, 13, 13, 13, 13, 11, 11, 11, 11, 11, 2, 11, 3, 3, 3, 3, 3]
